timestamps,sine,cosine,square,sawtooth,triangle,pwm,step
0.5399999618530273,-0.24868984520435333,-0.24868984520435333,-1.0,0.07999992370605469,0.8400000333786011,0.0,0.0
0.550000011920929,-0.30901721119880676,-0.30901721119880676,-1.0,0.10000002384185791,0.7999998331069946,0.0,0.0
0.5600000023841858,-0.3681245446205139,-0.3681245446205139,-1.0,0.12000000476837158,0.7599999904632568,0.0,0.0
0.5699999928474426,-0.4257793128490448,-0.4257793128490448,-1.0,0.13999998569488525,0.7199999690055847,0.0,0.0
0.5799999833106995,-0.48175370693206787,-0.48175370693206787,-1.0,0.15999996662139893,0.6799999475479126,0.0,0.0
0.5899999737739563,-0.5358266830444336,-0.5358266830444336,-1.0,0.1799999475479126,0.6400001049041748,0.0,0.0
0.5999999642372131,-0.5877851247787476,-0.5877851247787476,-1.0,0.19999992847442627,0.6000000834465027,0.0,0.0
0.6100000143051147,-0.637424111366272,-0.637424111366272,-1.0,0.2200000286102295,0.5599998831748962,0.0,0.0
0.6200000047683716,-0.6845472455024719,-0.6845472455024719,-1.0,0.24000000953674316,0.5199999213218689,0.0,0.0
0.6299999952316284,-0.7289687395095825,-0.7289687395095825,-1.0,0.25999999046325684,0.4799998700618744,0.0,0.0
0.6399999856948853,-0.7705133557319641,-0.7705133557319641,-1.0,0.2799999713897705,0.43999984860420227,0.0,0.0
0.6499999761581421,-0.8090168237686157,-0.8090168237686157,-1.0,0.29999983310699463,0.4000001549720764,0.0,0.0
0.6599999666213989,-0.8443278074264526,-0.8443278074264526,-1.0,0.31999993324279785,0.3600001335144043,0.0,0.0
0.6699999570846558,-0.8763065934181213,-0.8763065934181213,-1.0,0.3399999141693115,0.3200001120567322,0.0,0.0
0.6800000071525574,-0.9048271775245667,-0.9048271775245667,-1.0,0.36000001430511475,0.2799997925758362,0.0,0.0
0.6899999976158142,-0.9297766089439392,-0.9297766089439392,-1.0,0.38000011444091797,0.23999978601932526,0.0,0.0
0.699999988079071,-0.9510564804077148,-0.9510564804077148,-1.0,0.3999999761581421,0.2000000774860382,0.0,0.0
0.7099999785423279,-0.9685831665992737,-0.9685831665992737,-1.0,0.41999995708465576,0.1600000560283661,0.0,0.0
0.7199999690055847,-0.9822872281074524,-0.9822872281074524,-1.0,0.43999993801116943,0.12000004202127457,0.0,0.0
0.7299999594688416,-0.9921147227287292,-0.9921147227287292,-1.0,0.4599999189376831,0.08000002801418304,0.0,0.0
0.7400000095367432,-0.9980267286300659,-0.9980267286300659,-1.0,0.4799998998641968,0.04000001400709152,0.0,0.0
0.75,-1.0,-1.0,-1.0,0.5,0.0,0.0,0.0
0.7599999904632568,-0.9980267286300659,-0.9980267286300659,-1.0,0.5199999809265137,-0.04000001400709152,0.0,0.0
0.7699999809265137,-0.9921147227287292,-0.9921147227287292,-1.0,0.5399999618530273,-0.08000002801418304,0.0,0.0
0.7799999713897705,-0.9822872281074524,-0.9822872281074524,-1.0,0.559999942779541,-0.12000004202127457,0.0,0.0
0.7899999618530273,-0.9685831069946289,-0.9685831069946289,-1.0,0.5800000429153442,-0.1600000560283661,0.0,0.0
0.7999999523162842,-0.9510565996170044,-0.9510565996170044,-1.0,0.5999999046325684,-0.19999977946281433,0.0,0.0
0.8100000023841858,-0.9297764301300049,-0.9297764301300049,-1.0,0.6200000047683716,-0.24000008404254913,0.0,0.0
0.8199999928474426,-0.9048269987106323,-0.9048269987106323,-1.0,0.6399999856948853,-0.28000012040138245,0.0,0.0
0.8299999833106995,-0.8763065934181213,-0.8763065934181213,-1.0,0.6599999666213989,-0.3200001120567322,0.0,0.0
0.8399999737739563,-0.8443280458450317,-0.8443280458450317,-1.0,0.679999828338623,-0.3599998354911804,0.0,0.0
0.8499999642372131,-0.8090171217918396,-0.8090171217918396,-1.0,0.6999999284744263,-0.39999985694885254,0.0,0.0
0.85999995470047,-0.7705133557319641,-0.7705133557319641,-1.0,0.7199999094009399,-0.43999984860420227,0.0,0.0
0.8700000047683716,-0.7289683818817139,-0.7289683818817139,-1.0,0.7400000095367432,-0.48000016808509827,0.0,0.0
0.8799999952316284,-0.6845468282699585,-0.6845468282699585,-1.0,0.7600001096725464,-0.5200002193450928,0.0,0.0
0.8899999856948853,-0.6374240517616272,-0.6374240517616272,-1.0,0.7799999713897705,-0.5599998831748962,0.0,0.0
0.8999999761581421,-0.5877853035926819,-0.5877853035926819,-1.0,0.7999999523162842,-0.5999999046325684,0.0,0.0
0.9099999666213989,-0.5358268618583679,-0.5358268618583679,-1.0,0.8199999332427979,-0.6399999260902405,0.0,0.0
0.9199999570846558,-0.48175370693206787,-0.48175370693206787,-1.0,0.8399999141693115,-0.6799999475479126,0.0,0.0
0.9300000071525574,-0.4257792830467224,-0.4257792830467224,-1.0,0.8599998950958252,-0.7199999690055847,0.0,0.0
0.9399999976158142,-0.3681245446205139,-0.3681245446205139,-1.0,0.8799999952316284,-0.7599999904632568,0.0,0.0
0.949999988079071,-0.3090169429779053,-0.3090169429779053,-1.0,0.8999999761581421,-0.800000011920929,0.0,0.0
0.9599999785423279,-0.24868981540203094,-0.24868981540203094,-1.0,0.9199999570846558,-0.8400000333786011,0.0,0.0
0.9699999690055847,-0.18738122284412384,-0.18738122284412384,-1.0,0.9399999380111694,-0.8800000548362732,0.0,0.0
0.9799999594688416,-0.12533311545848846,-0.12533311545848846,-1.0,0.9600000381469727,-0.9200000166893005,0.0,0.0
0.9899999499320984,-0.06279084831476212,-0.06279084831476212,-1.0,0.9799998998641968,-0.9599997401237488,0.0,0.0
1.0,1.7484555314695172e-07,1.7484555314695172e-07,1.0,-1.0,-1.0,1.0,1.0
1.0099999904632568,0.06279072165489197,0.06279072165489197,1.0,-0.9800000190734863,-0.9599999785423279,1.0,1.0
1.0199999809265137,0.12533345818519592,0.12533345818519592,1.0,-0.9599999785423279,-0.9199999570846558,1.0,1.0
1.0299999713897705,0.1873810887336731,0.1873810887336731,1.0,-0.9400001168251038,-0.8800002336502075,1.0,1.0
1.0399999618530273,0.2486896961927414,0.2486896961927414,1.0,-0.9200001358985901,-0.8400002717971802,1.0,1.0
1.0499999523162842,0.3090168237686157,0.3090168237686157,1.0,-0.9000000953674316,-0.8000001907348633,1.0,1.0
1.059999942779541,0.36812442541122437,0.36812442541122437,1.0,-0.880000114440918,-0.7600002288818359,1.0,1.0
1.0699999332427979,0.42577919363975525,0.42577919363975525,1.0,-0.8600001335144043,-0.7200002074241638,1.0,1.0
1.0799999237060547,0.4817535877227783,0.4817535877227783,1.0,-0.8400000929832458,-0.6800001859664917,1.0,1.0
1.090000033378601,0.5358271598815918,0.5358271598815918,1.0,-0.8199999332427979,-0.6399998664855957,1.0,1.0
1.100000023841858,0.5877856016159058,0.5877856016159058,1.0,-0.7999999523162842,-0.5999998450279236,1.0,1.0
1.1100000143051147,0.6374243497848511,0.6374243497848511,1.0,-0.7799999117851257,-0.5599998235702515,1.0,1.0
1.1200000047683716,0.6845471262931824,0.6845471262931824,1.0,-0.7600000500679016,-0.5200001001358032,1.0,1.0
1.1299999952316284,0.728968620300293,0.728968620300293,1.0,-0.7400000095367432,-0.4800000786781311,1.0,1.0
1.1399999856948853,0.7705132961273193,0.7705132961273193,1.0,-0.7200000286102295,-0.44000011682510376,1.0,1.0
1.149999976158142,0.8090170621871948,0.8090170621871948,1.0,-0.7000000476837158,-0.40000009536743164,1.0,1.0
1.159999966621399,0.844327986240387,0.844327986240387,1.0,-0.6800000667572021,-0.3600000739097595,1.0,1.0
1.1699999570846558,0.8763067722320557,0.8763067722320557,1.0,-0.6600000262260437,-0.3200000524520874,1.0,1.0
1.1799999475479126,0.9048269391059875,0.9048269391059875,1.0,-0.6400001645088196,-0.28000032901763916,1.0,1.0
1.1899999380111694,0.9297763705253601,0.9297763705253601,1.0,-0.6200001239776611,-0.24000030755996704,1.0,1.0
1.1999999284744263,0.9510564208030701,0.9510564208030701,1.0,-0.6000001430511475,-0.20000028610229492,1.0,1.0
1.209999918937683,0.9685831069946289,0.9685831069946289,1.0,-0.5800001621246338,-0.1600002646446228,1.0,1.0
1.2200000286102295,0.9822872877120972,0.9822872877120972,1.0,-0.559999942779541,-0.1199999451637268,1.0,1.0
1.2300000190734863,0.9921147227287292,0.9921147227287292,1.0,-0.5399999618530273,-0.07999998331069946,1.0,1.0
1.2400000095367432,0.9980267286300659,0.9980267286300659,1.0,-0.5199999809265137,-0.039999961853027344,1.0,1.0
1.25,1.0,1.0,1.0,-0.4999999403953552,1.1920928955078125e-07,1.0,1.0
1.2599999904632568,0.9980267286300659,0.9980267286300659,1.0,-0.47999995946884155,0.040000081062316895,1.0,1.0
1.2699999809265137,0.9921147227287292,0.9921147227287292,1.0,-0.46000009775161743,0.07999980449676514,1.0,1.0
1.2799999713897705,0.9822871685028076,0.9822871685028076,1.0,-0.43999993801116943,0.12000012397766113,1.0,1.0
1.2899999618530273,0.9685830473899841,0.9685830473899841,1.0,-0.41999995708465576,0.16000008583068848,1.0,1.0
1.2999999523162842,0.9510566592216492,0.9510566592216492,1.0,-0.4000002145767212,0.19999957084655762,1.0,1.0
1.309999942779541,0.929776668548584,0.929776668548584,1.0,-0.3800002336502075,0.23999953269958496,1.0,1.0
1.3199999332427979,0.9048272371292114,0.9048272371292114,1.0,-0.3600001931190491,0.27999961376190186,1.0,1.0
1.3299999237060547,0.8763068914413452,0.8763068914413452,1.0,-0.3400002121925354,0.3199995756149292,1.0,1.0
1.3399999141693115,0.8443281054496765,0.8443281054496765,1.0,-0.32000017166137695,0.3599996566772461,1.0,1.0
1.350000023841858,0.8090166449546814,0.8090166449546814,1.0,-0.2999998927116394,0.4000002145767212,1.0,1.0
1.3600000143051147,0.7705128192901611,0.7705128192901611,1.0,-0.27999985218048096,0.4400002956390381,1.0,1.0
1.3700000047683716,0.7289682030677795,0.7289682030677795,1.0,-0.2599998712539673,0.48000025749206543,1.0,1.0
1.3799999952316284,0.6845465898513794,0.6845465898513794,1.0,-0.2399998903274536,0.5200002193450928,1.0,1.0
1.3899999856948853,0.6374241709709167,0.6374241709709167,1.0,-0.22000014781951904,0.5599997043609619,1.0,1.0
1.399999976158142,0.5877854228019714,0.5877854228019714,1.0,-0.20000016689300537,0.5999996662139893,1.0,1.0
1.409999966621399,0.5358269810676575,0.5358269810676575,1.0,-0.18000012636184692,0.6399997472763062,1.0,1.0
1.4199999570846558,0.4817538261413574,0.4817538261413574,1.0,-0.16000014543533325,0.6799997091293335,1.0,1.0
1.4299999475479126,0.42577943205833435,0.42577943205833435,1.0,-0.1400001049041748,0.7199997901916504,1.0,1.0
1.4399999380111694,0.36812466382980347,0.36812466382980347,1.0,-0.12000012397766113,0.7599997520446777,1.0,1.0
1.4499999284744263,0.3090170919895172,0.3090170919895172,1.0,-0.10000014305114746,0.7999997138977051,1.0,1.0
1.459999918937683,0.24868996441364288,0.24868996441364288,1.0,-0.08000010251998901,0.839999794960022,1.0,1.0
1.46999990940094,0.18738137185573578,0.18738137185573578,1.0,-0.06000012159347534,0.8799997568130493,1.0,1.0
1.4800000190734863,0.1253332644701004,0.1253332644701004,1.0,-0.040000081062316895,0.9199998378753662,1.0,1.0
1.4900000095367432,0.06279052048921585,0.06279052048921585,1.0,-0.020000100135803223,0.9599997997283936,1.0,1.0
1.5,-2.384976127700611e-08,-2.384976127700611e-08,1.0,-5.960464477539063e-08,0.9999998807907104,1.0,1.0
1.5099999904632568,-0.06279056519269943,-0.06279056519269943,-1.0,0.019999980926513672,0.9600000381469727,0.0,1.0
1.5199999809265137,-0.12533330917358398,-0.12533330917358398,-1.0,0.039999961853027344,0.9200000166893005,0.0,1.0
1.5299999713897705,-0.18738141655921936,-0.18738141655921936,-1.0,0.059999942779541016,0.8800000548362732,0.0,1.0
1.5399999618530273,-0.24869000911712646,-0.24869000911712646,-1.0,0.07999992370605469,0.8400000333786011,0.0,1.0
1.5499999523162842,-0.309017151594162,-0.309017151594162,-1.0,0.09999990463256836,0.800000011920929,0.0,1.0
1.559999942779541,-0.36812472343444824,-0.36812472343444824,-1.0,0.12000000476837158,0.7599999904632568,0.0,1.0
1.5699999332427979,-0.42577946186065674,-0.42577946186065674,-1.0,0.13999998569488525,0.7199999690055847,0.0,1.0
1.5799999237060547,-0.4817538857460022,-0.4817538857460022,-1.0,0.15999996662139893,0.6799999475479126,0.0,1.0
1.5899999141693115,-0.5358262062072754,-0.5358262062072754,-1.0,0.1799997091293335,0.6400005221366882,0.0,1.0
1.5999999046325684,-0.5877847075462341,-0.5877847075462341,-1.0,0.19999969005584717,0.6000005602836609,0.0,1.0
1.6100000143051147,-0.6374242305755615,-0.6374242305755615,-1.0,0.2200000286102295,0.5599998831748962,0.0,1.0
1.6200000047683716,-0.6845473647117615,-0.6845473647117615,-1.0,0.24000000953674316,0.5199999213218689,0.0,1.0
1.6299999952316284,-0.7289688587188721,-0.7289688587188721,-1.0,0.25999999046325684,0.4799998700618744,0.0,1.0
1.6399999856948853,-0.7705134749412537,-0.7705134749412537,-1.0,0.2799999713897705,0.43999984860420227,0.0,1.0
1.649999976158142,-0.8090172410011292,-0.8090172410011292,-1.0,0.30000007152557373,0.39999985694885254,0.0,1.0
1.659999966621399,-0.8443281650543213,-0.8443281650543213,-1.0,0.3200000524520874,0.3599998354911804,0.0,1.0
1.6699999570846558,-0.8763068914413452,-0.8763068914413452,-1.0,0.3400000333786011,0.3199998140335083,0.0,1.0
1.6799999475479126,-0.9048268795013428,-0.9048268795013428,-1.0,0.35999977588653564,0.2800004184246063,0.0,1.0
1.6899999380111694,-0.9297763109207153,-0.9297763109207153,-1.0,0.3799997568130493,0.2400003969669342,0.0,1.0
1.6999999284744263,-0.9510563611984253,-0.9510563611984253,-1.0,0.399999737739563,0.20000037550926208,0.0,1.0
1.709999918937683,-0.9685830473899841,-0.9685830473899841,-1.0,0.4199998378753662,0.16000036895275116,0.0,1.0
1.71999990940094,-0.9822871685028076,-0.9822871685028076,-1.0,0.4399998188018799,0.12000034749507904,0.0,1.0
1.7300000190734863,-0.992114782333374,-0.992114782333374,-1.0,0.4600001573562622,0.07999972999095917,0.0,1.0
1.7400000095367432,-0.9980267882347107,-0.9980267882347107,-1.0,0.4800001382827759,0.03999971225857735,0.0,1.0
1.75,-1.0,-1.0,-1.0,0.5000001192092896,-3.035639508652821e-07,0.0,1.0
1.7599999904632568,-0.9980266690254211,-0.9980266690254211,-1.0,0.5200001001358032,-0.040000319480895996,0.0,1.0
1.7699999809265137,-0.9921147227287292,-0.9921147227287292,-1.0,0.5399998426437378,-0.07999972999095917,0.0,1.0
1.7799999713897705,-0.9822872877120972,-0.9822872877120972,-1.0,0.5599998235702515,-0.11999974399805069,0.0,1.0
1.7899999618530273,-0.9685832262039185,-0.9685832262039185,-1.0,0.5799998044967651,-0.1599997580051422,0.0,1.0
1.7999999523162842,-0.9510565400123596,-0.9510565400123596,-1.0,0.5999999046325684,-0.19999977946281433,0.0,1.0
1.809999942779541,-0.9297765493392944,-0.9297765493392944,-1.0,0.619999885559082,-0.23999978601932526,0.0,1.0
1.8199999332427979,-0.9048271179199219,-0.9048271179199219,-1.0,0.6399998664855957,-0.2799997925758362,0.0,1.0
1.8299999237060547,-0.8763067126274109,-0.8763067126274109,-1.0,0.6599998474121094,-0.3199998140335083,0.0,1.0
1.8399999141693115,-0.844327986240387,-0.844327986240387,-1.0,0.679999828338623,-0.3599998354911804,0.0,1.0
1.8499999046325684,-0.80901700258255,-0.80901700258255,-1.0,0.6999999284744263,-0.39999985694885254,0.0,1.0
1.8600000143051147,-0.7705132365226746,-0.7705132365226746,-1.0,0.7199999094009399,-0.43999984860420227,0.0,1.0
1.8700000047683716,-0.728968620300293,-0.728968620300293,-1.0,0.7399998903274536,-0.4799998700618744,0.0,1.0
1.8799999952316284,-0.6845470666885376,-0.6845470666885376,-1.0,0.7599998712539673,-0.5199999213218689,0.0,1.0
1.8899999856948853,-0.6374239325523376,-0.6374239325523376,-1.0,0.7799999713897705,-0.5599998831748962,0.0,1.0
1.899999976158142,-0.5877851843833923,-0.5877851843833923,-1.0,0.7999999523162842,-0.5999999046325684,0.0,1.0
1.909999966621399,-0.5358266830444336,-0.5358266830444336,-1.0,0.8199999332427979,-0.6399999260902405,0.0,1.0
1.9199999570846558,-0.48175355792045593,-0.48175355792045593,-1.0,0.8399999141693115,-0.6799999475479126,0.0,1.0
1.9299999475479126,-0.4257791340351105,-0.4257791340351105,-1.0,0.8599998950958252,-0.7199999690055847,0.0,1.0
1.9399999380111694,-0.3681243658065796,-0.3681243658065796,-1.0,0.8799999952316284,-0.7599999904632568,0.0,1.0
1.9499999284744263,-0.30901679396629333,-0.30901679396629333,-1.0,0.8999999761581421,-0.800000011920929,0.0,1.0
1.959999918937683,-0.2486896514892578,-0.2486896514892578,-1.0,0.9199999570846558,-0.8400000333786011,0.0,1.0
1.96999990940094,-0.18738198280334473,-0.18738198280334473,-1.0,0.9399996995925903,-0.8799993991851807,0.0,1.0
1.9799998998641968,-0.12533389031887054,-0.12533389031887054,-1.0,0.959999680519104,-0.9199994206428528,0.0,1.0
1.9900000095367432,-0.06279019266366959,-0.06279019266366959,-1.0,0.9800000190734863,-0.9600000381469727,0.0,1.0
2.0,3.4969110629390343e-07,3.4969110629390343e-07,1.0,-1.0,-1.0,1.0,1.0
2.009999990463257,0.0627908930182457,0.0627908930182457,1.0,-0.9800000190734863,-0.9599999785423279,1.0,1.0
2.0199999809265137,0.12533363699913025,0.12533363699913025,1.0,-0.9599999785423279,-0.9199999570846558,1.0,1.0
2.0299999713897705,0.18738172948360443,0.18738172948360443,1.0,-0.9399999976158142,-0.8799999356269836,1.0,1.0
2.0399999618530273,0.24869032204151154,0.24869032204151154,1.0,-0.9199999570846558,-0.8399999141693115,1.0,1.0
2.049999952316284,0.30901744961738586,0.30901744961738586,1.0,-0.8999999761581421,-0.7999999523162842,1.0,1.0
2.059999942779541,0.3681241273880005,0.3681241273880005,1.0,-0.8800002336502075,-0.7600005269050598,1.0,1.0
2.069999933242798,0.42577889561653137,0.42577889561653137,1.0,-0.8600002527236938,-0.7200005054473877,1.0,1.0
2.0799999237060547,0.48175331950187683,0.48175331950187683,1.0,-0.8400002717971802,-0.6800004839897156,1.0,1.0
2.0899999141693115,0.5358265042304993,0.5358265042304993,1.0,-0.8200002312660217,-0.6400004625320435,1.0,1.0
2.0999999046325684,0.5877849459648132,0.5877849459648132,1.0,-0.8000001907348633,-0.6000004410743713,1.0,1.0
2.109999895095825,0.6374237537384033,0.6374237537384033,1.0,-0.7800002098083496,-0.5600004196166992,1.0,1.0
2.119999885559082,0.6845468878746033,0.6845468878746033,1.0,-0.7600002288818359,-0.5200004577636719,1.0,1.0
2.129999876022339,0.7289684414863586,0.7289684414863586,1.0,-0.7400002479553223,-0.48000043630599976,1.0,1.0
2.1399998664855957,0.7705130577087402,0.7705130577087402,1.0,-0.7200002074241638,-0.44000041484832764,1.0,1.0
2.1499998569488525,0.8090168833732605,0.8090168833732605,1.0,-0.7000001668930054,-0.4000003933906555,1.0,1.0
2.1599998474121094,0.8443278074264526,0.8443278074264526,1.0,-0.6800001859664917,-0.3600003719329834,1.0,1.0
2.169999837875366,0.8763065934181213,0.8763065934181213,1.0,-0.660000205039978,-0.3200003504753113,1.0,1.0
2.180000066757202,0.9048274159431458,0.9048274159431458,1.0,-0.6399998664855957,-0.2799997329711914,1.0,1.0
2.190000057220459,0.9297767877578735,0.9297767877578735,1.0,-0.619999885559082,-0.2399997115135193,1.0,1.0
2.200000047683716,0.9510567784309387,0.9510567784309387,1.0,-0.5999998450279236,-0.19999969005584717,1.0,1.0
2.2100000381469727,0.9685834050178528,0.9685834050178528,1.0,-0.5799998044967651,-0.15999966859817505,1.0,1.0
2.2200000286102295,0.9822874069213867,0.9822874069213867,1.0,-0.5599998235702515,-0.11999964714050293,1.0,1.0
2.2300000190734863,0.9921148419380188,0.9921148419380188,1.0,-0.5399998426437378,-0.07999962568283081,1.0,1.0
2.240000009536743,0.9980267286300659,0.9980267286300659,1.0,-0.5200001001358032,-0.04000025987625122,1.0,1.0
2.25,1.0,1.0,1.0,-0.5000001192092896,-2.384185791015625e-07,1.0,1.0
2.259999990463257,0.9980267286300659,0.9980267286300659,1.0,-0.4800000786781311,0.03999984264373779,1.0,1.0
2.2699999809265137,0.9921146631240845,0.9921146631240845,1.0,-0.46000009775161743,0.07999980449676514,1.0,1.0
2.2799999713897705,0.9822872281074524,0.9822872281074524,1.0,-0.44000011682510376,0.11999976634979248,1.0,1.0
2.2899999618530273,0.9685831069946289,0.9685831069946289,1.0,-0.4200000762939453,0.15999984741210938,1.0,1.0
2.299999952316284,0.9510564804077148,0.9510564804077148,1.0,-0.40000009536743164,0.19999980926513672,1.0,1.0
2.309999942779541,0.9297764301300049,0.9297764301300049,1.0,-0.3800000548362732,0.2399998903274536,1.0,1.0
2.319999933242798,0.9048269391059875,0.9048269391059875,1.0,-0.3600000739097595,0.27999985218048096,1.0,1.0
2.3299999237060547,0.8763065934181213,0.8763065934181213,1.0,-0.3400000333786011,0.31999993324279785,1.0,1.0
2.3399999141693115,0.8443278074264526,0.8443278074264526,1.0,-0.3200000524520874,0.3599998950958252,1.0,1.0
2.3499999046325684,0.8090173602104187,0.8090173602104187,1.0,-0.3000003695487976,0.3999992609024048,1.0,1.0
2.359999895095825,0.770513653755188,0.770513653755188,1.0,-0.28000032901763916,0.4399993419647217,1.0,1.0
2.369999885559082,0.7289690375328064,0.7289690375328064,1.0,-0.2600003480911255,0.479999303817749,1.0,1.0
